Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
[4.15] 灵活 New Word,灵活,línghuó,adj.,"flexible, elastic",4.15,,,,New Word,5上
[4.11] 铃 New Word,铃,líng,n.,bell,4.11,,,,New Word,5上
[4.12] 领导 New Word,领导,lǐngdǎo,n.,leader,4.12,,,,New Word,5上
[4.14] 令 New Word,令,lìng,v.,"to make, to cause",4.14,,,,New Word,5上
[4.04] 流传 New Word,流传,liúchuán,v.,"to spread, to hand down",4.04,,,,New Word,5上
[4.02] 流泪 New Word,流泪,liúlèi,v.,to shed tears,4.02,,,,New Word,5上
[4.05] 龙 New Word,龙,lóng,n.,dragon,4.05,,,,New Word,5上
[4.03] 漏 New Word,漏,lòu,v.,(of a container) to leak,4.03,,,,New Word,5上
[4.03] 陆地 New Word,陆地,lùdì,n.,land,4.03,,,,New Word,5上
[4.01] 轮 New Word,轮,lún,v.,to take turns,4.01,,,,New Word,5上
[4.03] 轮流 New Word,轮流,lúnliú,v.,to take turns,4.03,,,,New Word,5上
[4.15] 骂 New Word,骂,mà,v.,"to curse, to call names",4.15,,,,New Word,5上
[4.08] 馒头 New Word,馒头,mántou,n.,steamed bun,4.08,,,,New Word,5上
[4.04] 满足 New Word,满足,mǎnzú,v.,to be satisfied,4.04,,,,New Word,5上
[4.15] 毛病 New Word,毛病,máobìng,n.,"shortcoming, weakness",4.15,,,,New Word,5上
[4.14] 矛盾 New Word,矛盾,máodùn,n./adj.,conflict; conflicting,4.14,,,,New Word,5上
[4.17] 美术 New Word,美术,měishù,n.,fine art,4.17,,,,New Word,5上
[4.17] 魅力 New Word,魅力,mèilì,n.,charm,4.17,,,,New Word,5上
[4.16] 苗条 New Word,苗条,miáotiao,adj.,"slim, slender",4.16,,,,New Word,5上
[4.05] 描写 New Word,描写,miáoxiě,v.,"to describe, to depict",4.05,,,,New Word,5上
[4.09] 明明 New Word,明明,míngmíng,adv.,"evidently, undoubtedly",4.09,,,,New Word,5上
[4.16] 明显 New Word,明显,míngxiǎn,adj.,"obvious, apparent",4.16,,,,New Word,5上
[4.12] 明星 New Word,明星,míngxīng,n.,"star, celebrity",4.12,,,,New Word,5上
[4.15] 命令 New Word,命令,mìnglìng,v./n.,to command; order,4.15,,,,New Word,5上
[4.07] 摸 New Word,摸,mō,v.,"to touch, to feel, to stroke",4.07,,,,New Word,5上
[4.11] 模仿 New Word,模仿,mófǎng,v.,"to imitate, to model on",4.11,,,,New Word,5上
[4.18] 目前 New Word,目前,mùqián,n.,"now, present",4.18,,,,New Word,5上
[4.18] 哪怕 New Word,哪怕,nǎpà,conj.,even if,4.18,,,,New Word,5上
[4.01] 脑袋 New Word,脑袋,nǎodài,n.,head,4.01,,,,New Word,5上
[4.11] 闹钟 New Word,闹钟,nàozhōng,n.,alarm clock,4.11,,,,New Word,5上
[4.17] 宁可 New Word,宁可,nìngkě,adv.,would rather,4.17,,,,New Word,5上
[4.02] 农村 New Word,农村,nóngcūn,n.,countryside,4.02,,,,New Word,5上
[4.04] 农民 New Word,农民,nóngmín,n.,"farmer, peasant",4.04,,,,New Word,5上
[4.14] 浓 New Word,浓,nóng,adj.,"strong, deep",4.14,,,,New Word,5上
[4.01] 女士 New Word,女士,nǚshì,n.,"lady, madam",4.01,,,,New Word,5上
[4.10] 拍 New Word,拍,pāi,v.,"to take (a photo), to shoot (a video)",4.10,,,,New Word,5上
[4.15] 派 New Word,派,pài,v.,"to send, to assign, to appoint",4.15,,,,New Word,5上
[4.18] 派 New Word,派,pài,n.,"faction, school, group of people sharing identical ideas, style or tastes",4.18,,,,New Word,5上
[4.03] 盼望 New Word,盼望,pànwàng,v.,to look forward to,4.03,,,,New Word,5上
[4.06] 盆(子) New Word,盆(子),pén(zi),n.,"basin, tub",4.06,,,,New Word,5上
[4.05] 碰 New Word,碰,pèng,v.,"to meet, to come across",4.05,,,,New Word,5上
[4.10] 匹 New Word,匹,pǐ,m.,used for horses,4.10,,,,New Word,5上
[4.07] 片面 New Word,片面,piànmiàn,adj.,one-sided,4.07,,,,New Word,5上
[4.02] 飘 New Word,飘,piāo,v.,"to float (in the air), to waft",4.02,,,,New Word,5上
[4.07] 平 New Word,平,píng,adj.,"flat, level",4.07,,,,New Word,5上
[4.17] 平常 New Word,平常,píngcháng,adj./n.,"common, ordinary; mediocrity",4.17,,,,New Word,5上
[4.03] 平静 New Word,平静,píngjìng,adj.,"quiet, peaceful",4.03,,,,New Word,5上
[4.09] 平均 New Word,平均,píngjūn,adj.,average,4.09,,,,New Word,5上
[4.17] 评价 New Word,评价,píngjià,v./n.,"to evaluate; evaluation, comment",4.17,,,,New Word,5上
[4.18] 其余 New Word,其余,qíyú,pron.,"the rest, the others",4.18,,,,New Word,5上
[4.10] 奇迹 New Word,奇迹,qíjì,n.,"miracle, wonder",4.10,,,,New Word,5上
[4.12] 企业 New Word,企业,qǐyè,n.,"enterprise, company",4.12,,,,New Word,5上
[4.13] 启发 New Word,启发,qǐfā,v.,"to enlighten, to inspire",4.13,,,,New Word,5上
[4.13] 气氛 New Word,气氛,qìfēn,n.,atmosphere,4.13,,,,New Word,5上
[4.18] 签 New Word,签,qiān,v.,"to sign, to autograph",4.18,,,,New Word,5上
[4.11] 浅 New Word,浅,qiǎn,adj.,"shallow, light",4.11,,,,New Word,5上
[4.02] 强烈 New Word,强烈,qiángliè,adj.,strong and vehement,4.02,,,,New Word,5上
[4.07] 墙 New Word,墙,qiáng,n.,wall,4.07,,,,New Word,5上
[4.05] 抢 New Word,抢,qiǎng,v.,"to rob, to snatch",4.05,,,,New Word,5上
[4.02] 悄悄 New Word,悄悄,qiāoqiāo,adv.,"quietly, secretly",4.02,,,,New Word,5上
[4.13] 瞧 New Word,瞧,qiáo,v.,"to look, to see",4.13,,,,New Word,5上
[4.14] 亲切 New Word,亲切,qīnqiè,adj.,"warm, cordial, affectionate",4.14,,,,New Word,5上
[4.09] 亲自 New Word,亲自,qīnzì,adv.,"personally, in person",4.09,,,,New Word,5上
[4.04] 勤奋 New Word,勤奋,qínfèn,adj.,diligent,4.04,,,,New Word,5上
[4.15] 轻视 New Word,轻视,qīngshì,v.,"to look down upon, to belittle",4.15,,,,New Word,5上
[4.08] 情景 New Word,情景,qíngjǐng,n.,"scene, sight",4.08,,,,New Word,5上
[4.11] 情绪 New Word,情绪,qíngxù,n.,"emotion, mood",4.11,,,,New Word,5上
[4.10] 请求 New Word,请求,qǐngqiú,v./n.,"to request, to ask; request",4.10,,,,New Word,5上
[4.13] 球迷 New Word,球迷,qiúmí,n.,ball game fan,4.13,,,,New Word,5上
[4.16] 趋势 New Word,趋势,qūshì,n.,"trend, tendency",4.16,,,,New Word,5上
[4.04] 去世 New Word,去世,qùshì,v.,"to die, to pass away",4.04,,,,New Word,5上
[4.13] 缺乏 New Word,缺乏,quēfá,v.,"to lack, to be short of",4.13,,,,New Word,5上
[4.07] 确定 New Word,确定,quèdìng,v.,"to confirm, to make sure",4.07,,,,New Word,5上
[4.18] 确认 New Word,确认,quèrèn,v.,"to confirm, to affirm",4.18,,,,New Word,5上
[4.08] 群 New Word,群,qún,m.,"group, herd, flock",4.08,,,,New Word,5上
[4.04] 人才 New Word,人才,réncái,n.,talented person,4.04,,,,New Word,5上
[4.11] 人类 New Word,人类,rénlèi,n.,humankind,4.11,,,,New Word,5上
[4.14] 人民 New Word,人民,rénmín,n.,people,4.14,,,,New Word,5上
[4.03] 人生 New Word,人生,rénshēng,n.,life,4.03,,,,New Word,5上
[4.16] 人员 New Word,人员,rényuán,n.,"personnel, staff",4.16,,,,New Word,5上
[4.14] 日常 New Word,日常,rìcháng,adj.,"day-to-day, daily",4.14,,,,New Word,5上
[4.14] 日子 New Word,日子,rìzi,n.,"life, livelihood",4.14,,,,New Word,5上
[4.01] 如何 New Word,如何,rúhé,pron.,how,4.01,,,,New Word,5上
[4.05] 如今 New Word,如今,rújīn,n.,"nowadays, present",4.05,,,,New Word,5上
[4.15] 弱 New Word,弱,ruò,adj.,weak,4.15,,,,New Word,5上
[4.18] 洒 New Word,洒,sǎ,v.,"to sprinkle, to spray",4.18,,,,New Word,5上
[4.06] 杀 New Word,杀,shā,v.,to kill,4.06,,,,New Word,5上
[4.02] 晒 New Word,晒,shài,v.,to dry in the sun,4.02,,,,New Word,5上
[4.03] 闪电 New Word,闪电,shǎndiàn,n.,lightning,4.03,,,,New Word,5上
[4.07] 扇子 New Word,扇子,shànzi,n.,fan,4.07,,,,New Word,5上
[4.05] 善良 New Word,善良,shànliáng,adj.,kind-hearted,4.05,,,,New Word,5上
[4.07] 善于 New Word,善于,shànyú,v.,to be good at,4.07,,,,New Word,5上
[4.06] 伤害 New Word,伤害,shānghài,v.,"to hurt, to harm",4.06,,,,New Word,5上
[4.15] 上当 New Word,上当,shàngdàng,v.,"to be taken in, to be deceived",4.15,,,,New Word,5上
[4.18] 设计 New Word,设计,shèjì,v./n.,to design; design,4.18,,,,New Word,5上
[4.06] 射(击) New Word,射(击),shè(jī),v.,to shoot,4.06,,,,New Word,5上
[4.10] 摄影师 New Word,摄影师,shèyǐngshī,n.,photographer,4.10,,,,New Word,5上
[4.01] 伸 New Word,伸,shēn,v.,"to stretch, to extend",4.01,,,,New Word,5上
[4.18] 身份 New Word,身份,shēnfèn,n.,identity,4.18,,,,New Word,5上
[4.17] 深刻 New Word,深刻,shēnkè,adj.,"deep, profound",4.17,,,,New Word,5上
[4.18] 神秘 New Word,神秘,shénmì,adj.,"mystical, mysterious",4.18,,,,New Word,5上
[4.16] 升 New Word,升,shēng,v.,"to rise, to go up",4.16,,,,New Word,5上
[4.07] 绳子 New Word,绳子,shéngzi,n.,rope,4.07,,,,New Word,5上
[4.15] 胜利 New Word,胜利,shènglì,v.,to win a victory,4.15,,,,New Word,5上
[4.11] 失眠 New Word,失眠,shīmián,v.,to suffer from insomnia,4.11,,,,New Word,5上
[4.05] 诗 New Word,诗,shī,n.,poem,4.05,,,,New Word,5上
[4.07] 石头 New Word,石头,shítou,n.,"stone, rock",4.07,,,,New Word,5上
[4.03] 时代 New Word,时代,shídài,n.,"era, age, epoch",4.03,,,,New Word,5上
[4.03] 时刻 New Word,时刻,shíkè,n.,moment,4.03,,,,New Word,5上
[4.04] 时期 New Word,时期,shíqī,n.,"period, stage",4.04,,,,New Word,5上
[4.09] 时尚 New Word,时尚,shíshàng,n.,fashion,4.09,,,,New Word,5上
[4.12] 实现 New Word,实现,shíxiàn,v.,"to realize, to achieve",4.12,,,,New Word,5上
[4.11] 实验 New Word,实验,shíyàn,v./n.,to make an experiment; experiment,4.11,,,,New Word,5上
[4.04] 食物 New Word,食物,shíwù,n.,food,4.04,,,,New Word,5上
[4.10] 始终 New Word,始终,shǐzhōng,adv.,"from the beginning to the end, all along",4.10,,,,New Word,5上
[4.07] 士兵 New Word,士兵,shìbīng,n.,soldier,4.07,,,,New Word,5上
[4.11] 市场 New Word,市场,shìchǎng,n.,market,4.11,,,,New Word,5上
[4.06] 似的 New Word,似的,shìde,part.,"(indicating similarity) like, as",4.06,,,,New Word,5上
[4.18] 事实 New Word,事实,shìshí,n.,fact,4.18,,,,New Word,5上
[4.17] 事物 New Word,事物,shìwù,n.,"thing, object",4.17,,,,New Word,5上
[4.01] 手指 New Word,手指,shǒuzhǐ,n.,finger,4.01,,,,New Word,5上
[4.06] 守岁 New Word,守岁,shǒusuì,v.,to stay up late or all night on New Year's Eve,4.06,,,,New Word,5上
[4.09] 首 New Word,首,shǒu,n.,"head, first",4.09,,,,New Word,5上
[4.03] 舒适 New Word,舒适,shūshì,adj.,"comfortable, cozy",4.03,,,,New Word,5上
[4.08] 蔬菜 New Word,蔬菜,shūcài,n.,vegetable,4.08,,,,New Word,5上
[4.11] 数 New Word,数,shù,num.,several,4.11,,,,New Word,5上
[4.04] 甩 New Word,甩,shuǎi,v.,"to throw off, to swing",4.04,,,,New Word,5上
[4.06] 说不定 New Word,说不定,shuōbudìng,adv.,"perhaps, possibly, it's likely that...",4.06,,,,New Word,5上
[4.10] 说服 New Word,说服,shuōfú,v.,"to persuade, to convince",4.10,,,,New Word,5上
[4.08] 似乎 New Word,似乎,sìhū,adv.,"it seems that..., seemingly",4.08,,,,New Word,5上
[4.09] 算 New Word,算,suàn,v.,"to regard as, to count as",4.09,,,,New Word,5上
[4.03] 随时 New Word,随时,suíshí,adv.,at any time,4.03,,,,New Word,5上
[4.18] 随手 New Word,随手,suíshǒu,adv.,"randomly, without extra trouble",4.18,,,,New Word,5上
[4.07] 碎 New Word,碎,suì,v./adj.,"to break into pieces; broken, fragmentary",4.07,,,,New Word,5上
[4.11] 所 New Word,所,suǒ,part.,used before a verb followed by a noun which is the receiver of the action,4.11,,,,New Word,5上
[4.14] 所谓 New Word,所谓,suǒwèi,adj.,so-called,4.14,,,,New Word,5上
[4.02] 锁 New Word,锁,suǒ,n./v.,lock; to lock up,4.02,,,,New Word,5上
[4.03] 台阶 New Word,台阶,táijiē,n.,flight of steps,4.03,,,,New Word,5上
[4.03] 太太 New Word,太太,tàitai,n.,wife,4.03,,,,New Word,5上
[4.06] 逃 New Word,逃,táo,v.,to escape,4.06,,,,New Word,5上
[4.13] 桃 New Word,桃,táo,n.,peach,4.13,,,,New Word,5上
[4.08] 淘气 New Word,淘气,táoqì,adj.,"naughty, mischievous",4.08,,,,New Word,5上
[4.02] 套 New Word,套,tào,m.,"set, suite",4.02,,,,New Word,5上
[4.17] 体会 New Word,体会,tǐhuì,v./n.,"to learn from experience, to realize; feeling",4.17,,,,New Word,5上
[4.06] (代)替 New Word,(代)替,(dài)tì,prep.,"for, on behalf of",4.06,,,,New Word,5上
[4.06] 天真 New Word,天真,tiānzhēn,adj.,"naïve, innocent",4.06,,,,New Word,5上
[4.08] 调皮 New Word,调皮,tiáopí,adj.,"naughty, mischievous",4.08,,,,New Word,5上
[4.18] 调整 New Word,调整,tiáozhěng,v./n.,"to adjust, to revise; adjustment",4.18,,,,New Word,5上
[4.15] 挑战 New Word,挑战,tiǎozhàn,v./n.,"to challenge, to battle; challenge",4.15,,,,New Word,5上
[4.14] 通常 New Word,通常,tōngcháng,adv.,usually,4.14,,,,New Word,5上
[4.13] 投篮 New Word,投篮,tóu lán,v.,to shoot (a basket),4.13,,,,New Word,5上
[4.17] 投入 New Word,投入,tóurù,v./n./adj.,"to put into, to spend on; input; devoted",4.17,,,,New Word,5上
[4.09] 突出 New Word,突出,tūchū,adj.,"prominent, salient",4.09,,,,New Word,5上
[4.12] 推广 New Word,推广,tuīguǎng,v.,"to popularize, to spread",4.12,,,,New Word,5上
[4.17] 推荐 New Word,推荐,tuījiàn,v.,to recommend,4.17,,,,New Word,5上
[4.06] 外公 New Word,外公,wàigōng,n.,maternal grandfather,4.06,,,,New Word,5上
[4.08] 完整 New Word,完整,wánzhěng,adj.,complete,4.08,,,,New Word,5上
[4.11] 危害 New Word,危害,wēihài,v.,"to harm, to jeopardize",4.11,,,,New Word,5上
[4.02] 微笑 New Word,微笑,wēixiào,v./n.,to smile; smile,4.02,,,,New Word,5上
[4.05] 为 New Word,为,wéi,v.,to become,4.05,,,,New Word,5上
[4.14] 为 New Word,为,wéi,prep.,"(often. used together with ""所"") by (sb.)",4.14,,,,New Word,5上
[4.10] 围绕 New Word,围绕,wéirào,v.,to center around,4.10,,,,New Word,5上
[4.07] 尾巴 New Word,尾巴,wěiba,n.,tail,4.07,,,,New Word,5上
[4.04] 委屈 New Word,委屈,wěiqu,v./adj.,to do (sb.) wrong; feeling wronged,4.04,,,,New Word,5上
[4.03] 未来 New Word,未来,wèilái,n.,future,4.03,,,,New Word,5上
[4.09] 位于 New Word,位于,wèiyú,v.,"to be located at (in, on, etc.)",4.09,,,,New Word,5上
[4.18] 位置 New Word,位置,wèizhi,n.,"position, location",4.18,,,,New Word,5上
[4.09] 胃 New Word,胃,wèi,n.,stomach,4.09,,,,New Word,5上
[4.09] 胃口 New Word,胃口,wèikǒu,n.,appetite,4.09,,,,New Word,5上
[4.02] 温暖 New Word,温暖,wēnnuǎn,adj./v.,warm; to make sb./sth. warm,4.02,,,,New Word,5上
[4.09] 文学家 New Word,文学家,wénxuéjiā,n.,"writer, man of letters",4.09,,,,New Word,5上
[4.05] 文字 New Word,文字,wénzì,n.,written language,4.05,,,,New Word,5上
[4.03] 稳定 New Word,稳定,wěndìng,adj.,stable,4.03,,,,New Word,5上
[4.02] 卧室 New Word,卧室,wòshì,n.,bedroom,4.02,,,,New Word,5上
[4.02] 屋(子) New Word,屋(子),wū(zi),n.,house,4.02,,,,New Word,5上
[4.06] 无奈 New Word,无奈,wúnài,v.,"to have no way out, to be helpless",4.06,,,,New Word,5上
[4.03] 勿 New Word,勿,wù,adv.,(used in imperative sentences) don't,4.03,,,,New Word,5上
[4.04] 物质 New Word,物质,wùzhì,n.,material,4.04,,,,New Word,5上
[4.17] 戏剧 New Word,戏剧,xìjù,n.,"drama, play",4.17,,,,New Word,5上
[4.01] 细节 New Word,细节,xìjié,n.,detail,4.01,,,,New Word,5上
[4.07] 瞎 New Word,瞎,xiā,v./adv.,"to be blind; blindly, foolishly",4.07,,,,New Word,5上
[4.06] 吓 New Word,吓,xià,v.,"to frighten, to scare",4.06,,,,New Word,5上
[4.08] 显得 New Word,显得,xiǎnde,v.,"to seem, to appear",4.08,,,,New Word,5上
[4.10] 显示 New Word,显示,xiǎnshì,v.,"to show, to display",4.10,,,,New Word,5上
[4.02] 县 New Word,县,xiàn,n.,county,4.02,,,,New Word,5上
[4.11] 现代 New Word,现代,xiàndài,n./adj.,modern times; modern,4.11,,,,New Word,5上
[4.12] 现实 New Word,现实,xiànshí,n.,reality,4.12,,,,New Word,5上
[4.16] 现象 New Word,现象,xiànxiàng,n.,phenomenon,4.16,,,,New Word,5上
[4.08] 限制 New Word,限制,xiànzhì,v.,"to limit, to restrict",4.08,,,,New Word,5上
[4.08] 相处 New Word,相处,xiāngchǔ,v.,to get along (with one another),4.08,,,,New Word,5上
[4.11] 相当 New Word,相当,xiāngdāng,v.,to be equal to,4.11,,,,New Word,5上
[4.16] 相对 New Word,相对,xiāngduì,adj.,"relative, comparative",4.16,,,,New Word,5上
[4.12] 相关 New Word,相关,xiāngguān,v.,"to correlate, to be relevant",4.12,,,,New Word,5上
[4.11] 享受 New Word,享受,xiǎngshòu,v.,to enjoy,4.11,,,,New Word,5上
[4.02] 想象 New Word,想象,xiǎngxiàng,v.,to imagine,4.02,,,,New Word,5上
[4.01] 项 New Word,项,xiàng,m.,used for itemized things,4.01,,,,New Word,5上
[4.13] 项目 New Word,项目,xiàngmù,n.,"item, project",4.13,,,,New Word,5上
[4.07] (大)象 New Word,(大)象,(dà)xiàng,n.,elephant,4.07,,,,New Word,5上
[4.08] 消费 New Word,消费,xiāofèi,v.,to consume,4.08,,,,New Word,5上
[4.12] 销售 New Word,销售,xiāoshòu,v.,"to sell, to market",4.12,,,,New Word,5上
[4.04] 孝顺 New Word,孝顺,xiàoshùn,v./adj.,to show filial piety; obedient and respectful to one's parents,4.04,,,,New Word,5上
[4.05] 斜 New Word,斜,xié,adj.,"oblique, slanting",4.05,,,,New Word,5上
[4.09] 写作 New Word,写作,xiězuò,v.,to write,4.09,,,,New Word,5上
[4.11] 心理 New Word,心理,xīnlǐ,n.,"mentality, psychology",4.11,,,,New Word,5上
[4.18] 欣赏 New Word,欣赏,xīnshǎng,v.,"to enjoy, to admire",4.18,,,,New Word,5上
[4.08] 行为 New Word,行为,xíngwéi,n.,behavior,4.08,,,,New Word,5上
[4.05] 形成 New Word,形成,xíngchéng,v.,"to form, to take shape",4.05,,,,New Word,5上
[4.09] 形容 New Word,形容,xíngróng,v.,"to describe, to depict",4.09,,,,New Word,5上
[4.14] 形式 New Word,形式,xíngshì,n.,"form, mode",4.14,,,,New Word,5上
[4.15] 形势 New Word,形势,xíngshì,n.,"situation, state of affairs",4.15,,,,New Word,5上
[4.09] 形象 New Word,形象,xíngxiàng,adj.,vivid,4.09,,,,New Word,5上
[4.05] 形状 New Word,形状,xíngzhuàng,n.,shape,4.05,,,,New Word,5上
[4.10] 兄弟 New Word,兄弟,xiōngdì,n.,brother,4.10,,,,New Word,5上
[4.01] 叙述 New Word,叙述,xùshù,v.,to narrate,4.01,,,,New Word,5上
[4.12] 宣传 New Word,宣传,xuānchuán,v.,"to publicize, to promote",4.12,,,,New Word,5上
[4.09] 学问 New Word,学问,xuéwèn,n.,"knowledge, learning",4.09,,,,New Word,5上
[4.07] 寻找 New Word,寻找,xúnzhǎo,v.,"to look for, to seek",4.07,,,,New Word,5上
[4.06] 询问 New Word,询问,xúnwèn,v.,"to ask, to inquire",4.06,,,,New Word,5上
[4.13] 训练 New Word,训练,xùnliàn,v.,to train,4.13,,,,New Word,5上
[4.17] 迅速 New Word,迅速,xùnsù,adj.,"quick, rapid",4.17,,,,New Word,5上
[4.07] 牙齿 New Word,牙齿,yáchǐ,n.,tooth,4.07,,,,New Word,5上
[4.14] 样式 New Word,样式,yàngshì,n.,"style, pattern",4.14,,,,New Word,5上
[4.07] 摇 New Word,摇,yáo,v.,"to wave, to shake",4.07,,,,New Word,5上
[4.06] 咬 New Word,咬,yǎo,v.,to bite,4.06,,,,New Word,5上
[4.08] 要不 New Word,要不,yàobù,conj.,"otherwise, or else",4.08,,,,New Word,5上
[4.12] 业务 New Word,业务,yèwù,n.,"professional work, business",4.12,,,,New Word,5上
[4.18] 业余 New Word,业余,yèyú,adj.,amateur,4.18,,,,New Word,5上
[4.02] 夜 New Word,夜,yè,n.,night,4.02,,,,New Word,5上
[4.17] 依然 New Word,依然,yīrán,adv.,"still, nonetheless",4.17,,,,New Word,5上
[4.02] 一辈子 New Word,一辈子,yībèizi,n.,all one's life,4.02,,,,New Word,5上
[4.13] 一再 New Word,一再,yīzài,adv.,over and over again,4.13,,,,New Word,5上
[4.12] 移动 New Word,移动,yídòng,v.,to move,4.12,,,,New Word,5上
[4.12] 移民 New Word,移民,yímín,n.,immigrant,4.12,,,,New Word,5上
[4.13] 乙 New Word,乙,yǐ,n.,second,4.13,,,,New Word,5上
[4.17] 以 New Word,以,yǐ,conj.,"in order to, so as to",4.17,,,,New Word,5上
[4.12] 以及 New Word,以及,yǐjí,conj.,"and also, as well",4.12,,,,New Word,5上
[4.02] 以来 New Word,以来,yǐlái,n.,since,4.02,,,,New Word,5上
[4.05] 亿 New Word,亿,yì,num.,hundred million,4.05,,,,New Word,5上
[4.16] 意外 New Word,意外,yìwài,adj./n.,unexpected; accident,4.16,,,,New Word,5上
[4.06] 意义 New Word,意义,yìyì,n.,"meaning, significance",4.06,,,,New Word,5上
[4.14] 因而 New Word,因而,yīn'ér,conj.,"therefore, thus",4.14,,,,New Word,5上
[4.04] 银(子) New Word,银(子),yín(zi),n.,silver,4.04,,,,New Word,5上
[4.06] 英俊 New Word,英俊,yīngjùn,adj.,handsome,4.06,,,,New Word,5上
[4.06] 英雄 New Word,英雄,yīngxióng,n.,hero,4.06,,,,New Word,5上
[4.16] 营养 New Word,营养,yíngyǎng,n.,nutrition,4.16,,,,New Word,5上
[4.06] 影子 New Word,影子,yǐngzi,n.,shadow,4.06,,,,New Word,5上
[4.12] 应用 New Word,应用,yìngyòng,v.,to apply,4.12,,,,New Word,5上
[4.07] 硬 New Word,硬,yìng,adj.,"hard, tough",4.07,,,,New Word,5上
[4.03] 拥抱 New Word,拥抱,yōngbào,v.,"to hug, to embrace",4.03,,,,New Word,5上
[4.11] 用途 New Word,用途,yòngtú,n.,"use, purpose",4.11,,,,New Word,5上
[4.05] 优美 New Word,优美,yōuměi,adj.,"graceful, beautiful",4.05,,,,New Word,5上
[4.05] 悠久 New Word,悠久,yōujiǔ,adj.,"long-standing, age-old",4.05,,,,New Word,5上
[4.13] 幼儿园 New Word,幼儿园,yòu'éryuán,n.,kindergarten,4.13,,,,New Word,5上
[4.05] 于 New Word,于,yú,prep.,"from, out of",4.05,,,,New Word,5上
[4.11] 愿望 New Word,愿望,yuànwàng,n.,"wish, hope",4.11,,,,New Word,5上
[4.05] 晕 New Word,晕,yūn,v.,"to faint, to pass out",4.05,,,,New Word,5上
[4.17] 运用 New Word,运用,yùnyòng,v.,"to put into practice, to apply",4.17,,,,New Word,5上
[4.06] 灾害 New Word,灾害,zāihài,n.,"disaster, calamity",4.06,,,,New Word,5上
[4.15] 再三 New Word,再三,zàisān,adv.,again and again,4.15,,,,New Word,5上
[4.05] 赞美 New Word,赞美,zànměi,v.,"to praise, to extol",4.05,,,,New Word,5上
[4.17] 糟糕 New Word,糟糕,zāogāo,adj.,"bad, awful",4.17,,,,New Word,5上
[4.13] 造成 New Word,造成,zàochéng,v.,"to cause, to give rise to",4.13,,,,New Word,5上
[4.07] 则 New Word,则,zé,m.,(used for news or writings) piece,4.07,,,,New Word,5上
[4.14] 则 New Word,则,zé,conj.,(indicating contrast) while,4.14,,,,New Word,5上
[4.04] 占 New Word,占,zhàn,v.,"to occupy, to take, to hold, to make up",4.04,,,,New Word,5上
[4.04] 战争 New Word,战争,zhànzhēng,n.,war,4.04,,,,New Word,5上
[4.14] 长辈 New Word,长辈,zhǎngbèi,n.,senior member of a family,4.14,,,,New Word,5上
[4.09] 招待 New Word,招待,zhāodài,v.,"to receive, to entertain",4.09,,,,New Word,5上
[4.03] 着火 New Word,着火,zháohuǒ,v.,to catch fire,4.03,,,,New Word,5上
[4.12] 召开 New Word,召开,zhàokāi,v.,"to hold (a meeting), to convene",4.12,,,,New Word,5上
[4.12] 针对 New Word,针对,zhēnduì,v.,to be targeted at,4.12,,,,New Word,5上
[4.02] 阵 New Word,阵,zhèn,m.,used for a short period or spell of an оссurrence or action,4.02,,,,New Word,5上
[4.10] 争论 New Word,争论,zhēnglùn,v.,"to argue, to dispute",4.10,,,,New Word,5上
[4.17] 争取 New Word,争取,zhēngqǔ,v.,"to strive for, to endeavor to",4.17,,,,New Word,5上
[4.06] 整个 New Word,整个,zhěnggè,adj.,"whole, entire",4.06,,,,New Word,5上
[4.08] 整体 New Word,整体,zhěngtǐ,n.,"whole, entirety",4.08,,,,New Word,5上
[4.18] 证据 New Word,证据,zhèngjù,n.,"proof, evidence",4.18,,,,New Word,5上
[4.02] 挣 New Word,挣,zhèng,v.,to earn,4.02,,,,New Word,5上
[4.07] 支 New Word,支,zhī,m.,"used for long, thin, inflexible objects",4.07,,,,New Word,5上
[4.04] 至今 New Word,至今,zhìjīn,adv.,up to now,4.04,,,,New Word,5上
[4.16] 志愿者 New Word,志愿者,zhìyuànzhě,n.,volunteer,4.16,,,,New Word,5上
[4.06] 制造 New Word,制造,zhìzào,v.,"to make, to produce",4.06,,,,New Word,5上
[4.05] 治(疗) New Word,治(疗),zhì(liáo),v.,"to treat, to cure",4.05,,,,New Word,5上
[4.07] 智慧 New Word,智慧,zhìhuì,n.,wisdom,4.07,,,,New Word,5上
[4.12] 中心 New Word,中心,zhōngxīn,n.,center,4.12,,,,New Word,5上
[4.10] 重大 New Word,重大,zhòngdà,adj.,"great, significant",4.10,,,,New Word,5上
[4.08] 猪 New Word,猪,zhū,n.,pig,4.08,,,,New Word,5上
[4.14] 竹子 New Word,竹子,zhúzi,n.,bamboo,4.14,,,,New Word,5上
[4.10] 逐渐 New Word,逐渐,zhújiàn,adv.,gradually,4.10,,,,New Word,5上
[4.17] 主持 New Word,主持,zhǔchí,v./n.,"to host, to preside over; host/hostess",4.17,,,,New Word,5上
[4.15] 主动 New Word,主动,zhǔdòng,adj.,on one's own initiative,4.15,,,,New Word,5上
[4.04] 主人 New Word,主人,zhǔrén,n.,"master, owner",4.04,,,,New Word,5上
[4.12] 注册 New Word,注册,zhùcè,v.,to register,4.12,,,,New Word,5上
